******************************
Namespace(board=True, cfg='configs/coco/resnet152/256x192_adam_lr1e-3-aug.yaml', debug=False, dist_backend='nccl', dist_url='tcp://192.168.1.214:23345', exp_id='res152_fast_res_aug', launcher='none', map=True, nThreads=60, rank=-1, snapshot=2, sync=False, work_dir='./exp/coco/256x192_adam_lr1e-3-aug.yaml-res152_fast_res_aug/', world_size=4)
******************************
{'DATASET': {'DATASET': 'coco', 'ROOT': './data/coco/', 'TEST_SET': 'val2017', 'TRAIN_SET': 'train2017', 'FLIP': True, 'ROT_FACTOR': 45, 'SCALE_FACTOR': 0.35, 'NUM_JOINTS_HALF_BODY': 8, 'PROB_HALF_BODY': 0.3}, 'MODEL': {'NAME': 'fast_duc_pose', 'PRETRAINED': '', 'TRY_LOAD': '', 'IMAGE_SIZE': [256, 192], 'HEATMAP_SIZE': [64, 48], 'NUM_JOINTS': 17, 'NUM_LAYERS': 152, 'EXTRA': {'BACKBONE': 'resnet', 'SIGMA': 2, 'CROP': 'fix', 'PRESET': 'simple', 'FINAL_CONV_KERNEL': 1, 'STAGE1': {'NUM_CONV': 4}, 'STAGE2': {'NUM_CONV': 2}, 'STAGE3': {'NUM_CONV': 1}}}, 'TRAIN': {'WORLD_SIZE': 4, 'BATCH_SIZE': 32, 'BEGIN_EPOCH': 0, 'END_EPOCH': 270, 'OPTIMIZER': 'adam', 'LR': 0.001, 'LR_FACTOR': 0.1, 'LR_STEP': [170, 200], 'DPG_MILESTONE': 210, 'DPG_STEP': [20, 40]}, 'FILE_NAME': '256x192_adam_lr1e-3-aug.yaml'}
******************************
Create new model
=> init weights
############# Starting Epoch 0 | LR: 0.001 #############
Train-0 epoch | loss:0.00114031 | acc:0.1073
############# Starting Epoch 12 | LR: 0.001 #############
Train-12 epoch | loss:0.00046763 | acc:0.7252
############# Starting Epoch 13 | LR: 0.001 #############
Train-13 epoch | loss:0.00045447 | acc:0.7362
##### Epoch 13 | gt mAP: 0.5894681851123066 | rcnn mAP: 0.5772228117621535 #####
############# Starting Epoch 14 | LR: 0.001 #############
Train-14 epoch | loss:0.00044816 | acc:0.7411
############# Starting Epoch 15 | LR: 0.001 #############
Train-15 epoch | loss:0.00044055 | acc:0.7478
##### Epoch 15 | gt mAP: 0.5983721134077922 | rcnn mAP: 0.5840839094300514 #####
############# Starting Epoch 16 | LR: 0.001 #############
Train-16 epoch | loss:0.00043439 | acc:0.7522
############# Starting Epoch 17 | LR: 0.001 #############
Train-17 epoch | loss:0.00042803 | acc:0.7569
##### Epoch 17 | gt mAP: 0.6101721200025829 | rcnn mAP: 0.5933201457377811 #####
############# Starting Epoch 18 | LR: 0.001 #############
Train-18 epoch | loss:0.00042514 | acc:0.7598
############# Starting Epoch 19 | LR: 0.001 #############
Train-19 epoch | loss:0.00041864 | acc:0.7652
##### Epoch 19 | gt mAP: 0.6356184370691367 | rcnn mAP: 0.6168685420898521 #####
############# Starting Epoch 20 | LR: 0.001 #############
Train-20 epoch | loss:0.00041515 | acc:0.7681
############# Starting Epoch 21 | LR: 0.001 #############
Train-21 epoch | loss:0.00041510 | acc:0.7680
##### Epoch 21 | gt mAP: 0.6314921034338459 | rcnn mAP: 0.6157435820852896 #####
############# Starting Epoch 22 | LR: 0.001 #############
Train-22 epoch | loss:0.00040773 | acc:0.7742
############# Starting Epoch 23 | LR: 0.001 #############
Train-23 epoch | loss:0.00040398 | acc:0.7772
##### Epoch 23 | gt mAP: 0.650177932391748 | rcnn mAP: 0.6328305562398959 #####
############# Starting Epoch 24 | LR: 0.001 #############
Train-24 epoch | loss:0.00039907 | acc:0.7810
############# Starting Epoch 25 | LR: 0.001 #############
Train-25 epoch | loss:0.00039756 | acc:0.7818
##### Epoch 25 | gt mAP: 0.6501318643586812 | rcnn mAP: 0.6321719305322174 #####
############# Starting Epoch 26 | LR: 0.001 #############
Train-26 epoch | loss:0.00039398 | acc:0.7851
############# Starting Epoch 27 | LR: 0.001 #############
Train-27 epoch | loss:0.00039018 | acc:0.7879
##### Epoch 27 | gt mAP: 0.6617701268755855 | rcnn mAP: 0.6430131838669304 #####
############# Starting Epoch 28 | LR: 0.001 #############
Train-28 epoch | loss:0.00038896 | acc:0.7883
############# Starting Epoch 29 | LR: 0.001 #############
Train-29 epoch | loss:0.00038652 | acc:0.7907
##### Epoch 29 | gt mAP: 0.6621064266258428 | rcnn mAP: 0.6409823697475705 #####
############# Starting Epoch 30 | LR: 0.001 #############
Train-30 epoch | loss:0.00038320 | acc:0.7934
############# Starting Epoch 31 | LR: 0.001 #############
Train-31 epoch | loss:0.00038147 | acc:0.7950
##### Epoch 31 | gt mAP: 0.650855691478401 | rcnn mAP: 0.631942321583668 #####
############# Starting Epoch 32 | LR: 0.001 #############
Train-32 epoch | loss:0.00038019 | acc:0.7958
############# Starting Epoch 33 | LR: 0.001 #############
Train-33 epoch | loss:0.00037723 | acc:0.7981
##### Epoch 33 | gt mAP: 0.6740826284994187 | rcnn mAP: 0.6556857053376081 #####
############# Starting Epoch 34 | LR: 0.001 #############
Train-34 epoch | loss:0.00037508 | acc:0.7997
############# Starting Epoch 35 | LR: 0.001 #############
Train-35 epoch | loss:0.00037452 | acc:0.8010
##### Epoch 35 | gt mAP: 0.6725703932147736 | rcnn mAP: 0.6568174087066452 #####
############# Starting Epoch 36 | LR: 0.001 #############
Train-36 epoch | loss:0.00037153 | acc:0.8029
############# Starting Epoch 37 | LR: 0.001 #############
Train-37 epoch | loss:0.00037061 | acc:0.8035
##### Epoch 37 | gt mAP: 0.6842105143780935 | rcnn mAP: 0.6638832101693236 #####
############# Starting Epoch 38 | LR: 0.001 #############
Train-38 epoch | loss:0.00036840 | acc:0.8056
############# Starting Epoch 39 | LR: 0.001 #############
Train-39 epoch | loss:0.00036712 | acc:0.8061
##### Epoch 39 | gt mAP: 0.6827165925002677 | rcnn mAP: 0.664125365522505 #####
############# Starting Epoch 40 | LR: 0.001 #############
Train-40 epoch | loss:0.00036475 | acc:0.8082
############# Starting Epoch 41 | LR: 0.001 #############
Train-41 epoch | loss:0.00036337 | acc:0.8094
##### Epoch 41 | gt mAP: 0.6814352141015294 | rcnn mAP: 0.6608832294124443 #####
############# Starting Epoch 42 | LR: 0.001 #############
Train-42 epoch | loss:0.00036165 | acc:0.8107
############# Starting Epoch 43 | LR: 0.001 #############
Train-43 epoch | loss:0.00036073 | acc:0.8115
##### Epoch 43 | gt mAP: 0.6750570309690386 | rcnn mAP: 0.6579869791908322 #####
############# Starting Epoch 44 | LR: 0.001 #############
Train-44 epoch | loss:0.00035981 | acc:0.8126
############# Starting Epoch 45 | LR: 0.001 #############
Train-45 epoch | loss:0.00035823 | acc:0.8137
##### Epoch 45 | gt mAP: 0.6879870821905426 | rcnn mAP: 0.6697032267574075 #####
############# Starting Epoch 46 | LR: 0.001 #############
Train-46 epoch | loss:0.00035620 | acc:0.8149
############# Starting Epoch 47 | LR: 0.001 #############
Train-47 epoch | loss:0.00035532 | acc:0.8162
##### Epoch 47 | gt mAP: 0.6922121251300745 | rcnn mAP: 0.6662778283370193 #####
############# Starting Epoch 48 | LR: 0.001 #############
Train-48 epoch | loss:0.00035445 | acc:0.8167
############# Starting Epoch 49 | LR: 0.001 #############
Train-49 epoch | loss:0.00035289 | acc:0.8181
##### Epoch 49 | gt mAP: 0.6946034184604439 | rcnn mAP: 0.6743645428269638 #####
############# Starting Epoch 50 | LR: 0.001 #############
Train-50 epoch | loss:0.00035051 | acc:0.8196
############# Starting Epoch 51 | LR: 0.001 #############
Train-51 epoch | loss:0.00035036 | acc:0.8201
##### Epoch 51 | gt mAP: 0.696468535387221 | rcnn mAP: 0.6752881266913507 #####
############# Starting Epoch 52 | LR: 0.001 #############
Train-52 epoch | loss:0.00034952 | acc:0.8205
############# Starting Epoch 53 | LR: 0.001 #############
Train-53 epoch | loss:0.00034884 | acc:0.8211
##### Epoch 53 | gt mAP: 0.6967333195584631 | rcnn mAP: 0.679784828757681 #####
############# Starting Epoch 54 | LR: 0.001 #############
Train-54 epoch | loss:0.00034754 | acc:0.8225
############# Starting Epoch 55 | LR: 0.001 #############
Train-55 epoch | loss:0.00034693 | acc:0.8227
##### Epoch 55 | gt mAP: 0.6954582725936931 | rcnn mAP: 0.6796859576695541 #####
############# Starting Epoch 56 | LR: 0.001 #############
Train-56 epoch | loss:0.00034606 | acc:0.8231
############# Starting Epoch 57 | LR: 0.001 #############
Train-57 epoch | loss:0.00034387 | acc:0.8248
##### Epoch 57 | gt mAP: 0.6893999849907234 | rcnn mAP: 0.6713349527086758 #####
############# Starting Epoch 58 | LR: 0.001 #############
Train-58 epoch | loss:0.00034354 | acc:0.8256
############# Starting Epoch 59 | LR: 0.001 #############
Train-59 epoch | loss:0.00034139 | acc:0.8268
##### Epoch 59 | gt mAP: 0.6965954407890181 | rcnn mAP: 0.6791903619358985 #####
############# Starting Epoch 60 | LR: 0.001 #############
Train-60 epoch | loss:0.00034117 | acc:0.8270
############# Starting Epoch 61 | LR: 0.001 #############
Train-61 epoch | loss:0.00034112 | acc:0.8271
##### Epoch 61 | gt mAP: 0.7005026233957129 | rcnn mAP: 0.678427803714549 #####
############# Starting Epoch 62 | LR: 0.001 #############
Train-62 epoch | loss:0.00033915 | acc:0.8289
############# Starting Epoch 63 | LR: 0.001 #############
Train-63 epoch | loss:0.00033924 | acc:0.8287
##### Epoch 63 | gt mAP: 0.6985796778166599 | rcnn mAP: 0.6788910205976361 #####
############# Starting Epoch 64 | LR: 0.001 #############
Train-64 epoch | loss:0.00033858 | acc:0.8296
############# Starting Epoch 65 | LR: 0.001 #############
Train-65 epoch | loss:0.00033712 | acc:0.8302
##### Epoch 65 | gt mAP: 0.7060941235740146 | rcnn mAP: 0.6831616484090218 #####
############# Starting Epoch 66 | LR: 0.001 #############
Train-66 epoch | loss:0.00033799 | acc:0.8296
############# Starting Epoch 67 | LR: 0.001 #############
Train-67 epoch | loss:0.00033614 | acc:0.8313
##### Epoch 67 | gt mAP: 0.7058438932024826 | rcnn mAP: 0.6844067713197889 #####
############# Starting Epoch 68 | LR: 0.001 #############
Train-68 epoch | loss:0.00033521 | acc:0.8322
############# Starting Epoch 69 | LR: 0.001 #############
Train-69 epoch | loss:0.00033406 | acc:0.8325
##### Epoch 69 | gt mAP: 0.7055137108964967 | rcnn mAP: 0.6870613258111763 #####
############# Starting Epoch 70 | LR: 0.001 #############
Train-70 epoch | loss:0.00033386 | acc:0.8330
############# Starting Epoch 71 | LR: 0.001 #############
Train-71 epoch | loss:0.00033271 | acc:0.8338
##### Epoch 71 | gt mAP: 0.7086065664908039 | rcnn mAP: 0.6875704776388857 #####
############# Starting Epoch 72 | LR: 0.001 #############
Train-72 epoch | loss:0.00033276 | acc:0.8333
############# Starting Epoch 73 | LR: 0.001 #############
Train-73 epoch | loss:0.00033157 | acc:0.8350
##### Epoch 73 | gt mAP: 0.7087706578732856 | rcnn mAP: 0.6883382113920238 #####
############# Starting Epoch 74 | LR: 0.001 #############
Train-74 epoch | loss:0.00032977 | acc:0.8365
############# Starting Epoch 75 | LR: 0.001 #############
Train-75 epoch | loss:0.00032958 | acc:0.8365
##### Epoch 75 | gt mAP: 0.7099686205932944 | rcnn mAP: 0.6871800508659168 #####
############# Starting Epoch 76 | LR: 0.001 #############
Train-76 epoch | loss:0.00032926 | acc:0.8366
############# Starting Epoch 77 | LR: 0.001 #############
Train-77 epoch | loss:0.00032816 | acc:0.8374
##### Epoch 77 | gt mAP: 0.7051074261977937 | rcnn mAP: 0.6836980649483186 #####
############# Starting Epoch 78 | LR: 0.001 #############
Train-78 epoch | loss:0.00032774 | acc:0.8380
############# Starting Epoch 79 | LR: 0.001 #############
Train-79 epoch | loss:0.00032754 | acc:0.8381
##### Epoch 79 | gt mAP: 0.710915244850149 | rcnn mAP: 0.6906972817211813 #####
############# Starting Epoch 80 | LR: 0.001 #############
Train-80 epoch | loss:0.00032633 | acc:0.8393
############# Starting Epoch 81 | LR: 0.001 #############
Train-81 epoch | loss:0.00032523 | acc:0.8399
##### Epoch 81 | gt mAP: 0.7140696513774156 | rcnn mAP: 0.69330877568959 #####
############# Starting Epoch 82 | LR: 0.001 #############
Train-82 epoch | loss:0.00032532 | acc:0.8398
############# Starting Epoch 83 | LR: 0.001 #############
Train-83 epoch | loss:0.00032458 | acc:0.8404
##### Epoch 83 | gt mAP: 0.710720212997993 | rcnn mAP: 0.6889927684879461 #####
############# Starting Epoch 84 | LR: 0.001 #############
Train-84 epoch | loss:0.00032395 | acc:0.8407
############# Starting Epoch 85 | LR: 0.001 #############
Train-85 epoch | loss:0.00032322 | acc:0.8418
##### Epoch 85 | gt mAP: 0.710779843889992 | rcnn mAP: 0.6888727132684992 #####
############# Starting Epoch 86 | LR: 0.001 #############
Train-86 epoch | loss:0.00032344 | acc:0.8415
############# Starting Epoch 87 | LR: 0.001 #############
Train-87 epoch | loss:0.00032115 | acc:0.8432
##### Epoch 87 | gt mAP: 0.711324447076655 | rcnn mAP: 0.6889010370149888 #####
############# Starting Epoch 88 | LR: 0.001 #############
Train-88 epoch | loss:0.00032318 | acc:0.8417
############# Starting Epoch 89 | LR: 0.001 #############
Train-89 epoch | loss:0.00032095 | acc:0.8433
##### Epoch 89 | gt mAP: 0.7135429562694294 | rcnn mAP: 0.6890491972025542 #####
############# Starting Epoch 90 | LR: 0.001 #############
Train-90 epoch | loss:0.00031990 | acc:0.8443
############# Starting Epoch 91 | LR: 0.001 #############
Train-91 epoch | loss:0.00031957 | acc:0.8446
##### Epoch 91 | gt mAP: 0.716145779969055 | rcnn mAP: 0.6952219604268879 #####
############# Starting Epoch 92 | LR: 0.001 #############
Train-92 epoch | loss:0.00031865 | acc:0.8451
############# Starting Epoch 93 | LR: 0.001 #############
Train-93 epoch | loss:0.00031909 | acc:0.8448
##### Epoch 93 | gt mAP: 0.7105445626686326 | rcnn mAP: 0.6891124326898642 #####
############# Starting Epoch 94 | LR: 0.001 #############
Train-94 epoch | loss:0.00031751 | acc:0.8463
############# Starting Epoch 95 | LR: 0.001 #############
Train-95 epoch | loss:0.00031602 | acc:0.8471
##### Epoch 95 | gt mAP: 0.7170648730401286 | rcnn mAP: 0.6988689053461777 #####
############# Starting Epoch 96 | LR: 0.001 #############
Train-96 epoch | loss:0.00031747 | acc:0.8463
############# Starting Epoch 97 | LR: 0.001 #############
Train-97 epoch | loss:0.00031628 | acc:0.8470
##### Epoch 97 | gt mAP: 0.7170547603414884 | rcnn mAP: 0.6957821076595808 #####
############# Starting Epoch 98 | LR: 0.001 #############
Train-98 epoch | loss:0.00101105 | acc:0.2787
############# Starting Epoch 99 | LR: 0.001 #############
Train-99 epoch | loss:0.00047687 | acc:0.7173
##### Epoch 99 | gt mAP: 0.6480447018123906 | rcnn mAP: 0.6313387903192533 #####
############# Starting Epoch 100 | LR: 0.001 #############
Train-100 epoch | loss:0.00037917 | acc:0.7972
############# Starting Epoch 101 | LR: 0.001 #############
Train-101 epoch | loss:0.00034936 | acc:0.8213
##### Epoch 101 | gt mAP: 0.7012194822836993 | rcnn mAP: 0.6831767957370286 #####
############# Starting Epoch 102 | LR: 0.001 #############
Train-102 epoch | loss:0.00033430 | acc:0.8327
############# Starting Epoch 103 | LR: 0.001 #############
Train-103 epoch | loss:0.00032544 | acc:0.8399
##### Epoch 103 | gt mAP: 0.7113953324336905 | rcnn mAP: 0.6898008104835989 #####
############# Starting Epoch 104 | LR: 0.001 #############
Train-104 epoch | loss:0.00032172 | acc:0.8427
############# Starting Epoch 105 | LR: 0.001 #############
Train-105 epoch | loss:0.00031991 | acc:0.8448
##### Epoch 105 | gt mAP: 0.7022998917054901 | rcnn mAP: 0.6796182902577873 #####
############# Starting Epoch 106 | LR: 0.001 #############
Train-106 epoch | loss:0.00037646 | acc:0.7988
############# Starting Epoch 107 | LR: 0.001 #############
Train-107 epoch | loss:0.00032994 | acc:0.8358
##### Epoch 107 | gt mAP: 0.7144539896843951 | rcnn mAP: 0.6890613305075906 #####
############# Starting Epoch 108 | LR: 0.001 #############
Train-108 epoch | loss:0.00032268 | acc:0.8417
############# Starting Epoch 109 | LR: 0.001 #############
Train-109 epoch | loss:0.00032063 | acc:0.8433
##### Epoch 109 | gt mAP: 0.7195156263657998 | rcnn mAP: 0.6957285182931799 #####
############# Starting Epoch 110 | LR: 0.001 #############
Train-110 epoch | loss:0.00031992 | acc:0.8446
############# Starting Epoch 111 | LR: 0.001 #############
Train-111 epoch | loss:0.00032001 | acc:0.8442
##### Epoch 111 | gt mAP: 0.7166711710828445 | rcnn mAP: 0.6953323225902005 #####
############# Starting Epoch 112 | LR: 0.001 #############
Train-112 epoch | loss:0.00031850 | acc:0.8451
############# Starting Epoch 113 | LR: 0.001 #############
Train-113 epoch | loss:0.00031804 | acc:0.8455
##### Epoch 113 | gt mAP: 0.7177700111473699 | rcnn mAP: 0.6945720147817405 #####
############# Starting Epoch 114 | LR: 0.001 #############
Train-114 epoch | loss:0.00031668 | acc:0.8466
############# Starting Epoch 115 | LR: 0.001 #############
Train-115 epoch | loss:0.00031607 | acc:0.8471
##### Epoch 115 | gt mAP: 0.7171017235039893 | rcnn mAP: 0.6943921247410806 #####
############# Starting Epoch 116 | LR: 0.001 #############
Train-116 epoch | loss:0.00031563 | acc:0.8473
############# Starting Epoch 117 | LR: 0.001 #############
Train-117 epoch | loss:0.00031521 | acc:0.8477
##### Epoch 117 | gt mAP: 0.7157671460985336 | rcnn mAP: 0.6953559012613254 #####
############# Starting Epoch 118 | LR: 0.001 #############
Train-118 epoch | loss:0.00031294 | acc:0.8497
############# Starting Epoch 119 | LR: 0.001 #############
Train-119 epoch | loss:0.00031256 | acc:0.8502
##### Epoch 119 | gt mAP: 0.7216142426072241 | rcnn mAP: 0.6957416529073349 #####
############# Starting Epoch 120 | LR: 0.001 #############
Train-120 epoch | loss:0.00031209 | acc:0.8504
############# Starting Epoch 121 | LR: 0.001 #############
Train-121 epoch | loss:0.00031111 | acc:0.8512
##### Epoch 121 | gt mAP: 0.7227332678853793 | rcnn mAP: 0.6991999155827684 #####
############# Starting Epoch 122 | LR: 0.001 #############
Train-122 epoch | loss:0.00031165 | acc:0.8509
############# Starting Epoch 123 | LR: 0.001 #############
Train-123 epoch | loss:0.00031509 | acc:0.8479
##### Epoch 123 | gt mAP: 0.678622780426444 | rcnn mAP: 0.658746694146583 #####
############# Starting Epoch 124 | LR: 0.001 #############
Train-124 epoch | loss:0.00031948 | acc:0.8440
############# Starting Epoch 125 | LR: 0.001 #############
Train-125 epoch | loss:0.00030943 | acc:0.8520
##### Epoch 125 | gt mAP: 0.7234603015332844 | rcnn mAP: 0.6996306161393517 #####
############# Starting Epoch 126 | LR: 0.001 #############
Train-126 epoch | loss:0.00030940 | acc:0.8526
############# Starting Epoch 127 | LR: 0.001 #############
Train-127 epoch | loss:0.00030866 | acc:0.8537
##### Epoch 127 | gt mAP: 0.7209807619951982 | rcnn mAP: 0.7011954501257976 #####
############# Starting Epoch 128 | LR: 0.001 #############
Train-128 epoch | loss:0.00030888 | acc:0.8527
############# Starting Epoch 129 | LR: 0.001 #############
Train-129 epoch | loss:0.00030905 | acc:0.8532
##### Epoch 129 | gt mAP: 0.7244608847198302 | rcnn mAP: 0.6980061218284576 #####
############# Starting Epoch 130 | LR: 0.001 #############
Train-130 epoch | loss:0.00030775 | acc:0.8535
############# Starting Epoch 131 | LR: 0.001 #############
Train-131 epoch | loss:0.00030673 | acc:0.8545
##### Epoch 131 | gt mAP: 0.7252964002575227 | rcnn mAP: 0.6990916205626961 #####
############# Starting Epoch 132 | LR: 0.001 #############
Train-132 epoch | loss:0.00030686 | acc:0.8544
############# Starting Epoch 133 | LR: 0.001 #############
Train-133 epoch | loss:0.00030598 | acc:0.8554
##### Epoch 133 | gt mAP: 0.7223798301964741 | rcnn mAP: 0.701233221873389 #####
############# Starting Epoch 134 | LR: 0.001 #############
Train-134 epoch | loss:0.00030537 | acc:0.8554
############# Starting Epoch 135 | LR: 0.001 #############
Train-135 epoch | loss:0.00030495 | acc:0.8563
##### Epoch 135 | gt mAP: 0.7246268704883362 | rcnn mAP: 0.7035710399525728 #####
############# Starting Epoch 136 | LR: 0.001 #############
Train-136 epoch | loss:0.00030483 | acc:0.8565
############# Starting Epoch 137 | LR: 0.001 #############
Train-137 epoch | loss:0.00030363 | acc:0.8570
##### Epoch 137 | gt mAP: 0.7245857217372855 | rcnn mAP: 0.7012721296062631 #####
############# Starting Epoch 138 | LR: 0.001 #############
Train-138 epoch | loss:0.00030340 | acc:0.8573
############# Starting Epoch 139 | LR: 0.001 #############
Train-139 epoch | loss:0.00030266 | acc:0.8580
##### Epoch 139 | gt mAP: 0.7240567397981509 | rcnn mAP: 0.7027418360465344 #####
############# Starting Epoch 140 | LR: 0.001 #############
Train-140 epoch | loss:0.00030294 | acc:0.8574
############# Starting Epoch 141 | LR: 0.001 #############
Train-141 epoch | loss:0.00030238 | acc:0.8582
##### Epoch 141 | gt mAP: 0.729123603872614 | rcnn mAP: 0.705264379778369 #####
############# Starting Epoch 142 | LR: 0.001 #############
Train-142 epoch | loss:0.00030181 | acc:0.8584
############# Starting Epoch 143 | LR: 0.001 #############
Train-143 epoch | loss:0.00030052 | acc:0.8595
##### Epoch 143 | gt mAP: 0.7270715030743138 | rcnn mAP: 0.7028353080007584 #####
############# Starting Epoch 144 | LR: 0.001 #############
Train-144 epoch | loss:0.00030029 | acc:0.8600
############# Starting Epoch 145 | LR: 0.001 #############
Train-145 epoch | loss:0.00030015 | acc:0.8599
##### Epoch 145 | gt mAP: 0.7215945218255139 | rcnn mAP: 0.6979317338538689 #####
############# Starting Epoch 146 | LR: 0.001 #############
Train-146 epoch | loss:0.00030080 | acc:0.8593
############# Starting Epoch 147 | LR: 0.001 #############
Train-147 epoch | loss:0.00029969 | acc:0.8604
##### Epoch 147 | gt mAP: 0.7224667864114049 | rcnn mAP: 0.6991716061324594 #####
############# Starting Epoch 148 | LR: 0.001 #############
Train-148 epoch | loss:0.00029907 | acc:0.8605
############# Starting Epoch 149 | LR: 0.001 #############
Train-149 epoch | loss:0.00029866 | acc:0.8613
##### Epoch 149 | gt mAP: 0.7260273478606923 | rcnn mAP: 0.7054917690535166 #####
############# Starting Epoch 150 | LR: 0.001 #############
Train-150 epoch | loss:0.00029808 | acc:0.8612
############# Starting Epoch 151 | LR: 0.001 #############
Train-151 epoch | loss:0.00029889 | acc:0.8610
##### Epoch 151 | gt mAP: 0.7251758250511834 | rcnn mAP: 0.7003993755133772 #####
############# Starting Epoch 152 | LR: 0.001 #############
Train-152 epoch | loss:0.00029799 | acc:0.8614
############# Starting Epoch 153 | LR: 0.001 #############
Train-153 epoch | loss:0.00029777 | acc:0.8617
##### Epoch 153 | gt mAP: 0.7280480695343148 | rcnn mAP: 0.7067082605903964 #####
############# Starting Epoch 154 | LR: 0.001 #############
Train-154 epoch | loss:0.00029713 | acc:0.8628
############# Starting Epoch 155 | LR: 0.001 #############
Train-155 epoch | loss:0.00029655 | acc:0.8627
##### Epoch 155 | gt mAP: 0.7301181683368393 | rcnn mAP: 0.7064082720137612 #####
############# Starting Epoch 156 | LR: 0.001 #############
Train-156 epoch | loss:0.00029610 | acc:0.8632
############# Starting Epoch 157 | LR: 0.001 #############
Train-157 epoch | loss:0.00029590 | acc:0.8632
##### Epoch 157 | gt mAP: 0.7198735905706407 | rcnn mAP: 0.70063864451066 #####
############# Starting Epoch 158 | LR: 0.001 #############
Train-158 epoch | loss:0.00029557 | acc:0.8635
############# Starting Epoch 159 | LR: 0.001 #############
Train-159 epoch | loss:0.00029470 | acc:0.8640
##### Epoch 159 | gt mAP: 0.7287920721494305 | rcnn mAP: 0.7063195515855885 #####
############# Starting Epoch 160 | LR: 0.001 #############
Train-160 epoch | loss:0.00029542 | acc:0.8638
############# Starting Epoch 161 | LR: 0.001 #############
Train-161 epoch | loss:0.00029461 | acc:0.8648
##### Epoch 161 | gt mAP: 0.7303524335292614 | rcnn mAP: 0.7044780008711656 #####
############# Starting Epoch 162 | LR: 0.001 #############
Train-162 epoch | loss:0.00029513 | acc:0.8642
############# Starting Epoch 163 | LR: 0.001 #############
Train-163 epoch | loss:0.00029430 | acc:0.8647
##### Epoch 163 | gt mAP: 0.7282859511186244 | rcnn mAP: 0.7036866813984921 #####
############# Starting Epoch 164 | LR: 0.001 #############
