******************************
Namespace(board=True, cfg='./configs/coco/hrnet/256x192_w32_lr1e-3.yaml', debug=False, dist_backend='nccl', dist_url='tcp://192.168.1.214:23345', exp_id='hrnet_aug', launcher='none', map=True, nThreads=60, rank=-1, snapshot=2, sync=False, work_dir='./exp/coco/256x192_adam_lr1e-3_w32.yaml-hrnet_aug/', world_size=4)
******************************
{'DATASET': {'DATASET': 'coco', 'ROOT': './data/coco/', 'TEST_SET': 'val2017', 'TRAIN_SET': 'train2017', 'FLIP': True, 'ROT_FACTOR': 45, 'SCALE_FACTOR': 0.35, 'NUM_JOINTS_HALF_BODY': 8, 'PROB_HALF_BODY': 0.3}, 'MODEL': {'NAME': 'hrnet', 'PRETRAINED': '', 'TRY_LOAD': '', 'IMAGE_SIZE': [256, 192], 'HEATMAP_SIZE': [64, 48], 'NUM_JOINTS': 17, 'NUM_DECONV_FILTERS': [256, 256, 256], 'NUM_LAYERS': 50, 'EXTRA': {'SIGMA': 2, 'CROP': 'fix', 'PRESET': 'simple', 'FINAL_CONV_KERNEL': 1, 'PRETRAINED_LAYERS': ['*'], 'STAGE2': {'NUM_MODULES': 1, 'NUM_BRANCHES': 2, 'NUM_BLOCKS': [4, 4], 'NUM_CHANNELS': [32, 64], 'BLOCK': 'BASIC', 'FUSE_METHOD': 'SUM'}, 'STAGE3': {'NUM_MODULES': 4, 'NUM_BRANCHES': 3, 'NUM_BLOCKS': [4, 4, 4], 'NUM_CHANNELS': [32, 64, 128], 'BLOCK': 'BASIC', 'FUSE_METHOD': 'SUM'}, 'STAGE4': {'NUM_MODULES': 3, 'NUM_BRANCHES': 4, 'NUM_BLOCKS': [4, 4, 4, 4], 'NUM_CHANNELS': [32, 64, 128, 256], 'BLOCK': 'BASIC', 'FUSE_METHOD': 'SUM'}}}, 'TRAIN': {'WORLD_SIZE': 4, 'BATCH_SIZE': 32, 'BEGIN_EPOCH': 0, 'END_EPOCH': 270, 'OPTIMIZER': 'adam', 'LR': 0.001, 'LR_FACTOR': 0.1, 'LR_STEP': [170, 200], 'DPG_MILESTONE': 210, 'DPG_STEP': [20, 40]}, 'FILE_NAME': '256x192_adam_lr1e-3_w32.yaml'}
******************************
Create new model
=> init weights
############# Starting Epoch 0 | LR: 0.001 #############
Train-0 epoch | loss:0.00107126 | acc:0.1534
############# Starting Epoch 16 | LR: 0.001 #############
Train-16 epoch | loss:0.00044918 | acc:0.7312
############# Starting Epoch 17 | LR: 0.001 #############
Train-17 epoch | loss:0.00044419 | acc:0.7348
##### Epoch 17 | gt mAP: 0.6138907100046685 | rcnn mAP: 0.5965127553875287 #####
############# Starting Epoch 18 | LR: 0.001 #############
Train-18 epoch | loss:0.00043731 | acc:0.7409
############# Starting Epoch 19 | LR: 0.001 #############
Train-19 epoch | loss:0.00043656 | acc:0.7409
##### Epoch 19 | gt mAP: 0.5960262447265153 | rcnn mAP: 0.5568624177069469 #####
############# Starting Epoch 20 | LR: 0.001 #############
Train-20 epoch | loss:0.00042910 | acc:0.7473
############# Starting Epoch 21 | LR: 0.001 #############
Train-21 epoch | loss:0.00042486 | acc:0.7512
##### Epoch 21 | gt mAP: 0.6297147203323938 | rcnn mAP: 0.610410172245307 #####
############# Starting Epoch 22 | LR: 0.001 #############
Train-22 epoch | loss:0.00042186 | acc:0.7530
############# Starting Epoch 23 | LR: 0.001 #############
Train-23 epoch | loss:0.00041727 | acc:0.7569
##### Epoch 23 | gt mAP: 0.6204314908603075 | rcnn mAP: 0.5495534225567572 #####
############# Starting Epoch 24 | LR: 0.001 #############
Train-24 epoch | loss:0.00041434 | acc:0.7592
############# Starting Epoch 25 | LR: 0.001 #############
Train-25 epoch | loss:0.00041008 | acc:0.7630
##### Epoch 25 | gt mAP: 0.646840401728718 | rcnn mAP: 0.6261333012537452 #####
############# Starting Epoch 26 | LR: 0.001 #############
Train-26 epoch | loss:0.00040779 | acc:0.7644
############# Starting Epoch 27 | LR: 0.001 #############
Train-27 epoch | loss:0.00040480 | acc:0.7667
##### Epoch 27 | gt mAP: 0.657531587440578 | rcnn mAP: 0.6367102542782971 #####
############# Starting Epoch 28 | LR: 0.001 #############
Train-28 epoch | loss:0.00040150 | acc:0.7698
############# Starting Epoch 29 | LR: 0.001 #############
Train-29 epoch | loss:0.00040020 | acc:0.7707
##### Epoch 29 | gt mAP: 0.6582307916929344 | rcnn mAP: 0.6371127137136771 #####
############# Starting Epoch 30 | LR: 0.001 #############
Train-30 epoch | loss:0.00039731 | acc:0.7732
############# Starting Epoch 31 | LR: 0.001 #############
Train-31 epoch | loss:0.00039418 | acc:0.7756
##### Epoch 31 | gt mAP: 0.6587551869148354 | rcnn mAP: 0.6405691070999255 #####
############# Starting Epoch 32 | LR: 0.001 #############
Train-32 epoch | loss:0.00039173 | acc:0.7771
############# Starting Epoch 33 | LR: 0.001 #############
Train-33 epoch | loss:0.00039327 | acc:0.7760
##### Epoch 33 | gt mAP: 0.6599095799397289 | rcnn mAP: 0.6209520515350768 #####
############# Starting Epoch 34 | LR: 0.001 #############
Train-34 epoch | loss:0.00039073 | acc:0.7775
############# Starting Epoch 35 | LR: 0.001 #############
Train-35 epoch | loss:0.00039037 | acc:0.7786
##### Epoch 35 | gt mAP: 0.6566063165786143 | rcnn mAP: 0.5925391000428941 #####
############# Starting Epoch 36 | LR: 0.001 #############
Train-36 epoch | loss:0.00038597 | acc:0.7817
############# Starting Epoch 37 | LR: 0.001 #############
Train-37 epoch | loss:0.00038500 | acc:0.7825
##### Epoch 37 | gt mAP: 0.6453567637540258 | rcnn mAP: 0.5901827372232963 #####
############# Starting Epoch 38 | LR: 0.001 #############
Train-38 epoch | loss:0.00038574 | acc:0.7822
############# Starting Epoch 39 | LR: 0.001 #############
Train-39 epoch | loss:0.00038184 | acc:0.7853
##### Epoch 39 | gt mAP: 0.6699228988702399 | rcnn mAP: 0.6448682720279237 #####
############# Starting Epoch 40 | LR: 0.001 #############
Train-40 epoch | loss:0.00037889 | acc:0.7878
############# Starting Epoch 41 | LR: 0.001 #############
Train-41 epoch | loss:0.00037787 | acc:0.7886
##### Epoch 41 | gt mAP: 0.6578979051723273 | rcnn mAP: 0.5847331985944392 #####
############# Starting Epoch 42 | LR: 0.001 #############
Train-42 epoch | loss:0.00037498 | acc:0.7911
############# Starting Epoch 43 | LR: 0.001 #############
Train-43 epoch | loss:0.00037644 | acc:0.7899
##### Epoch 43 | gt mAP: 0.6599518864134741 | rcnn mAP: 0.6115509664884475 #####
############# Starting Epoch 44 | LR: 0.001 #############
Train-44 epoch | loss:0.00037736 | acc:0.7888
############# Starting Epoch 45 | LR: 0.001 #############
Train-45 epoch | loss:0.00037337 | acc:0.7922
##### Epoch 45 | gt mAP: 0.641105627420086 | rcnn mAP: 0.618399176202759 #####
############# Starting Epoch 46 | LR: 0.001 #############
Train-46 epoch | loss:0.00037323 | acc:0.7926
############# Starting Epoch 47 | LR: 0.001 #############
Train-47 epoch | loss:0.00037216 | acc:0.7931
##### Epoch 47 | gt mAP: 0.6614989870722043 | rcnn mAP: 0.6367475268728363 #####
############# Starting Epoch 48 | LR: 0.001 #############
Train-48 epoch | loss:0.00037126 | acc:0.7938
############# Starting Epoch 49 | LR: 0.001 #############
Train-49 epoch | loss:0.00037038 | acc:0.7946
##### Epoch 49 | gt mAP: 0.677657817466087 | rcnn mAP: 0.6309730910365583 #####
############# Starting Epoch 50 | LR: 0.001 #############
Train-50 epoch | loss:0.00037047 | acc:0.7940
############# Starting Epoch 51 | LR: 0.001 #############
Train-51 epoch | loss:0.00036710 | acc:0.7974
##### Epoch 51 | gt mAP: 0.6424098149487839 | rcnn mAP: 0.5731903877573431 #####
############# Starting Epoch 52 | LR: 0.001 #############
Train-52 epoch | loss:0.00036426 | acc:0.7994
############# Starting Epoch 53 | LR: 0.001 #############
Train-53 epoch | loss:0.00036350 | acc:0.8000
##### Epoch 53 | gt mAP: 0.6844476282686601 | rcnn mAP: 0.6550898492471171 #####
############# Starting Epoch 54 | LR: 0.001 #############
Train-54 epoch | loss:0.00036281 | acc:0.8006
############# Starting Epoch 55 | LR: 0.001 #############
Train-55 epoch | loss:0.00036184 | acc:0.8013
##### Epoch 55 | gt mAP: 0.6427987703838531 | rcnn mAP: 0.5654827496680415 #####
############# Starting Epoch 56 | LR: 0.001 #############
Train-56 epoch | loss:0.00036118 | acc:0.8015
############# Starting Epoch 57 | LR: 0.001 #############
Train-57 epoch | loss:0.00036070 | acc:0.8023
##### Epoch 57 | gt mAP: 0.6630726422065382 | rcnn mAP: 0.6424455556921588 #####
############# Starting Epoch 58 | LR: 0.001 #############
Train-58 epoch | loss:0.00037074 | acc:0.7937
############# Starting Epoch 59 | LR: 0.001 #############
Train-59 epoch | loss:0.00036003 | acc:0.8030
##### Epoch 59 | gt mAP: 0.6646535777535816 | rcnn mAP: 0.6398379848181668 #####
############# Starting Epoch 60 | LR: 0.001 #############
Train-60 epoch | loss:0.00035854 | acc:0.8037
############# Starting Epoch 61 | LR: 0.001 #############
Train-61 epoch | loss:0.00035670 | acc:0.8061
##### Epoch 61 | gt mAP: 0.6894441381586413 | rcnn mAP: 0.6683600702667153 #####
############# Starting Epoch 62 | LR: 0.001 #############
Train-62 epoch | loss:0.00035536 | acc:0.8064
############# Starting Epoch 63 | LR: 0.001 #############
Train-63 epoch | loss:0.00035508 | acc:0.8063
##### Epoch 63 | gt mAP: 0.664299987358888 | rcnn mAP: 0.6418836726506769 #####
############# Starting Epoch 64 | LR: 0.001 #############
Train-64 epoch | loss:0.00035441 | acc:0.8073
############# Starting Epoch 65 | LR: 0.001 #############
Train-65 epoch | loss:0.00035483 | acc:0.8071
##### Epoch 65 | gt mAP: 0.6613938870315276 | rcnn mAP: 0.6338069978173603 #####
############# Starting Epoch 66 | LR: 0.001 #############
Train-66 epoch | loss:0.00035207 | acc:0.8093
############# Starting Epoch 67 | LR: 0.001 #############
Train-67 epoch | loss:0.00035248 | acc:0.8088
##### Epoch 67 | gt mAP: 0.6554954350236444 | rcnn mAP: 0.6249363517532271 #####
############# Starting Epoch 68 | LR: 0.001 #############
Train-68 epoch | loss:0.00035232 | acc:0.8095
############# Starting Epoch 69 | LR: 0.001 #############
Train-69 epoch | loss:0.00035191 | acc:0.8089
##### Epoch 69 | gt mAP: 0.6962865165092481 | rcnn mAP: 0.6695462967745262 #####
############# Starting Epoch 70 | LR: 0.001 #############
Train-70 epoch | loss:0.00035065 | acc:0.8103
############# Starting Epoch 71 | LR: 0.001 #############
Train-71 epoch | loss:0.00034916 | acc:0.8117
##### Epoch 71 | gt mAP: 0.6849091478390167 | rcnn mAP: 0.6577688011611106 #####
############# Starting Epoch 72 | LR: 0.001 #############
Train-72 epoch | loss:0.00034735 | acc:0.8132
############# Starting Epoch 73 | LR: 0.001 #############
Train-73 epoch | loss:0.00034702 | acc:0.8134
##### Epoch 73 | gt mAP: 0.6721311475097171 | rcnn mAP: 0.6504076533217239 #####
############# Starting Epoch 74 | LR: 0.001 #############
Train-74 epoch | loss:0.00034606 | acc:0.8140
############# Starting Epoch 75 | LR: 0.001 #############
Train-75 epoch | loss:0.00034596 | acc:0.8140
##### Epoch 75 | gt mAP: 0.6840191992117005 | rcnn mAP: 0.6626403355213678 #####
############# Starting Epoch 76 | LR: 0.001 #############
Train-76 epoch | loss:0.00034597 | acc:0.8140
############# Starting Epoch 77 | LR: 0.001 #############
Train-77 epoch | loss:0.00034463 | acc:0.8152
##### Epoch 77 | gt mAP: 0.6661433768055361 | rcnn mAP: 0.6428621805312629 #####
############# Starting Epoch 78 | LR: 0.001 #############
Train-78 epoch | loss:0.00034390 | acc:0.8160
############# Starting Epoch 79 | LR: 0.001 #############
Train-79 epoch | loss:0.00034329 | acc:0.8166
##### Epoch 79 | gt mAP: 0.5532969508006296 | rcnn mAP: 0.5038937256223094 #####
############# Starting Epoch 80 | LR: 0.001 #############
Train-80 epoch | loss:0.00034472 | acc:0.8150
############# Starting Epoch 81 | LR: 0.001 #############
Train-81 epoch | loss:0.00034257 | acc:0.8168
##### Epoch 81 | gt mAP: 0.699644981238297 | rcnn mAP: 0.6580877447653142 #####
############# Starting Epoch 82 | LR: 0.001 #############
Train-82 epoch | loss:0.00034361 | acc:0.8157
############# Starting Epoch 83 | LR: 0.001 #############
Train-83 epoch | loss:0.00034190 | acc:0.8174
##### Epoch 83 | gt mAP: 0.6646571744349448 | rcnn mAP: 0.6021812522146148 #####
############# Starting Epoch 84 | LR: 0.001 #############
Train-84 epoch | loss:0.00034226 | acc:0.8166
############# Starting Epoch 85 | LR: 0.001 #############
Train-85 epoch | loss:0.00033952 | acc:0.8201
##### Epoch 85 | gt mAP: 0.6889136011508694 | rcnn mAP: 0.6433503184820886 #####
############# Starting Epoch 86 | LR: 0.001 #############
Train-86 epoch | loss:0.00033888 | acc:0.8203
############# Starting Epoch 87 | LR: 0.001 #############
Train-87 epoch | loss:0.00033983 | acc:0.8189
##### Epoch 87 | gt mAP: 0.6830005799059914 | rcnn mAP: 0.6571446686220758 #####
############# Starting Epoch 88 | LR: 0.001 #############
Train-88 epoch | loss:0.00033929 | acc:0.8192
############# Starting Epoch 89 | LR: 0.001 #############
Train-89 epoch | loss:0.00033869 | acc:0.8203
##### Epoch 89 | gt mAP: 0.6793526209174915 | rcnn mAP: 0.6413961681538152 #####
############# Starting Epoch 90 | LR: 0.001 #############
Train-90 epoch | loss:0.00033660 | acc:0.8219
############# Starting Epoch 91 | LR: 0.001 #############
Train-91 epoch | loss:0.00033662 | acc:0.8223
##### Epoch 91 | gt mAP: 0.6560455384229014 | rcnn mAP: 0.6266513942313251 #####
############# Starting Epoch 92 | LR: 0.001 #############
Train-92 epoch | loss:0.00033568 | acc:0.8224
############# Starting Epoch 93 | LR: 0.001 #############
Train-93 epoch | loss:0.00033555 | acc:0.8227
##### Epoch 93 | gt mAP: 0.6952725417934873 | rcnn mAP: 0.6707704505730383 #####
############# Starting Epoch 94 | LR: 0.001 #############
Train-94 epoch | loss:0.00033511 | acc:0.8231
############# Starting Epoch 95 | LR: 0.001 #############
Train-95 epoch | loss:0.00033497 | acc:0.8229
##### Epoch 95 | gt mAP: 0.6631091426829486 | rcnn mAP: 0.6404762837282026 #####
############# Starting Epoch 96 | LR: 0.001 #############
Train-96 epoch | loss:0.00033377 | acc:0.8244
############# Starting Epoch 97 | LR: 0.001 #############
Train-97 epoch | loss:0.00033358 | acc:0.8243
##### Epoch 97 | gt mAP: 0.6330136542218285 | rcnn mAP: 0.5950332474970906 #####
############# Starting Epoch 98 | LR: 0.001 #############
Train-98 epoch | loss:0.00033365 | acc:0.8241
############# Starting Epoch 99 | LR: 0.001 #############
Train-99 epoch | loss:0.00033234 | acc:0.8254
##### Epoch 99 | gt mAP: 0.6307134718838763 | rcnn mAP: 0.5952365019308393 #####
############# Starting Epoch 100 | LR: 0.001 #############
Train-100 epoch | loss:0.00033168 | acc:0.8261
############# Starting Epoch 101 | LR: 0.001 #############
Train-101 epoch | loss:0.00033152 | acc:0.8261
##### Epoch 101 | gt mAP: 0.6871699199544247 | rcnn mAP: 0.6225869982908951 #####
############# Starting Epoch 102 | LR: 0.001 #############
Train-102 epoch | loss:0.00033142 | acc:0.8261
############# Starting Epoch 103 | LR: 0.001 #############
Train-103 epoch | loss:0.00033045 | acc:0.8268
##### Epoch 103 | gt mAP: 0.7109572432013792 | rcnn mAP: 0.6806340446349454 #####
############# Starting Epoch 104 | LR: 0.001 #############
Train-104 epoch | loss:0.00032897 | acc:0.8280
############# Starting Epoch 105 | LR: 0.001 #############
Train-105 epoch | loss:0.00032949 | acc:0.8277
##### Epoch 105 | gt mAP: 0.7139408497507549 | rcnn mAP: 0.6934205593190816 #####
############# Starting Epoch 106 | LR: 0.001 #############
Train-106 epoch | loss:0.00032905 | acc:0.8284
############# Starting Epoch 107 | LR: 0.001 #############
Train-107 epoch | loss:0.00032862 | acc:0.8281
##### Epoch 107 | gt mAP: 0.6883067401510199 | rcnn mAP: 0.6584063500676344 #####
############# Starting Epoch 108 | LR: 0.001 #############
Train-108 epoch | loss:0.00032781 | acc:0.8288
############# Starting Epoch 109 | LR: 0.001 #############
Train-109 epoch | loss:0.00032745 | acc:0.8296
##### Epoch 109 | gt mAP: 0.707826813617398 | rcnn mAP: 0.6839232529114128 #####
############# Starting Epoch 110 | LR: 0.001 #############
Train-110 epoch | loss:0.00032772 | acc:0.8291
############# Starting Epoch 111 | LR: 0.001 #############
Train-111 epoch | loss:0.00032759 | acc:0.8294
##### Epoch 111 | gt mAP: 0.7075367267273635 | rcnn mAP: 0.6793418140165239 #####
############# Starting Epoch 112 | LR: 0.001 #############
Train-112 epoch | loss:0.00032584 | acc:0.8303
############# Starting Epoch 113 | LR: 0.001 #############
Train-113 epoch | loss:0.00032621 | acc:0.8308
##### Epoch 113 | gt mAP: 0.6867749077838156 | rcnn mAP: 0.6629062452094947 #####
############# Starting Epoch 114 | LR: 0.001 #############
Train-114 epoch | loss:0.00032498 | acc:0.8314
############# Starting Epoch 115 | LR: 0.001 #############
Train-115 epoch | loss:0.00032476 | acc:0.8312
##### Epoch 115 | gt mAP: 0.7118701880272645 | rcnn mAP: 0.690201902008202 #####
############# Starting Epoch 116 | LR: 0.001 #############
Train-116 epoch | loss:0.00032400 | acc:0.8324
############# Starting Epoch 117 | LR: 0.001 #############
Train-117 epoch | loss:0.00032481 | acc:0.8317
##### Epoch 117 | gt mAP: 0.7169085449605636 | rcnn mAP: 0.6971257667880816 #####
############# Starting Epoch 118 | LR: 0.001 #############
Train-118 epoch | loss:0.00032417 | acc:0.8321
############# Starting Epoch 119 | LR: 0.001 #############
Train-119 epoch | loss:0.00032425 | acc:0.8318
##### Epoch 119 | gt mAP: 0.7212295438439907 | rcnn mAP: 0.6957451916660492 #####
############# Starting Epoch 120 | LR: 0.001 #############
Train-120 epoch | loss:0.00032325 | acc:0.8331
############# Starting Epoch 121 | LR: 0.001 #############
Train-121 epoch | loss:0.00032331 | acc:0.8328
##### Epoch 121 | gt mAP: 0.6888915133607718 | rcnn mAP: 0.6588847960636204 #####
############# Starting Epoch 122 | LR: 0.001 #############
Train-122 epoch | loss:0.00032184 | acc:0.8340
############# Starting Epoch 123 | LR: 0.001 #############
Train-123 epoch | loss:0.00032177 | acc:0.8342
##### Epoch 123 | gt mAP: 0.6937951476785139 | rcnn mAP: 0.6617803158538819 #####
############# Starting Epoch 124 | LR: 0.001 #############
Train-124 epoch | loss:0.00032249 | acc:0.8332
############# Starting Epoch 125 | LR: 0.001 #############
Train-125 epoch | loss:0.00032204 | acc:0.8338
##### Epoch 125 | gt mAP: 0.7134705370415516 | rcnn mAP: 0.6885547099665187 #####
############# Starting Epoch 126 | LR: 0.001 #############
Train-126 epoch | loss:0.00032156 | acc:0.8343
############# Starting Epoch 127 | LR: 0.001 #############
Train-127 epoch | loss:0.00032033 | acc:0.8351
##### Epoch 127 | gt mAP: 0.6358437741467703 | rcnn mAP: 0.5920532506864963 #####
############# Starting Epoch 128 | LR: 0.001 #############
Train-128 epoch | loss:0.00032086 | acc:0.8350
############# Starting Epoch 129 | LR: 0.001 #############
Train-129 epoch | loss:0.00031985 | acc:0.8358
##### Epoch 129 | gt mAP: 0.6430749405244129 | rcnn mAP: 0.6163068636573686 #####
############# Starting Epoch 130 | LR: 0.001 #############
Train-130 epoch | loss:0.00031998 | acc:0.8354
############# Starting Epoch 131 | LR: 0.001 #############
Train-131 epoch | loss:0.00031982 | acc:0.8353
##### Epoch 131 | gt mAP: 0.681371632995648 | rcnn mAP: 0.6329652444472875 #####
############# Starting Epoch 132 | LR: 0.001 #############
Train-132 epoch | loss:0.00031997 | acc:0.8353
############# Starting Epoch 133 | LR: 0.001 #############
Train-133 epoch | loss:0.00031917 | acc:0.8359
##### Epoch 133 | gt mAP: 0.6677056258134022 | rcnn mAP: 0.6487754945906894 #####
############# Starting Epoch 134 | LR: 0.001 #############
Train-134 epoch | loss:0.00031761 | acc:0.8370
############# Starting Epoch 135 | LR: 0.001 #############
Train-135 epoch | loss:0.00031898 | acc:0.8363
##### Epoch 135 | gt mAP: 0.6228439364796502 | rcnn mAP: 0.570365351279741 #####
############# Starting Epoch 136 | LR: 0.001 #############
Train-136 epoch | loss:0.00031851 | acc:0.8364
############# Starting Epoch 137 | LR: 0.001 #############
Train-137 epoch | loss:0.00031704 | acc:0.8375
##### Epoch 137 | gt mAP: 0.6997049672284555 | rcnn mAP: 0.6575479466239585 #####
############# Starting Epoch 138 | LR: 0.001 #############
Train-138 epoch | loss:0.00031714 | acc:0.8376
############# Starting Epoch 139 | LR: 0.001 #############
Train-139 epoch | loss:0.00031687 | acc:0.8375
##### Epoch 139 | gt mAP: 0.6770713294756672 | rcnn mAP: 0.6395657081755185 #####
############# Starting Epoch 140 | LR: 0.001 #############
Train-140 epoch | loss:0.00031657 | acc:0.8384
############# Starting Epoch 141 | LR: 0.001 #############
Train-141 epoch | loss:0.00031592 | acc:0.8384
##### Epoch 141 | gt mAP: 0.6965480502590247 | rcnn mAP: 0.6607001956103711 #####
############# Starting Epoch 142 | LR: 0.001 #############
Train-142 epoch | loss:0.00031595 | acc:0.8389
############# Starting Epoch 143 | LR: 0.001 #############
Train-143 epoch | loss:0.00031517 | acc:0.8393
##### Epoch 143 | gt mAP: 0.6913857340631566 | rcnn mAP: 0.6596203582386712 #####
############# Starting Epoch 144 | LR: 0.001 #############
Train-144 epoch | loss:0.00031586 | acc:0.8387
############# Starting Epoch 145 | LR: 0.001 #############
Train-145 epoch | loss:0.00031553 | acc:0.8388
##### Epoch 145 | gt mAP: 0.7010230063928923 | rcnn mAP: 0.6673500494509841 #####
############# Starting Epoch 146 | LR: 0.001 #############
Train-146 epoch | loss:0.00031426 | acc:0.8403
############# Starting Epoch 147 | LR: 0.001 #############
Train-147 epoch | loss:0.00031467 | acc:0.8399
##### Epoch 147 | gt mAP: 0.6948233532330521 | rcnn mAP: 0.6566062544604798 #####
############# Starting Epoch 148 | LR: 0.001 #############
Train-148 epoch | loss:0.00031459 | acc:0.8395
############# Starting Epoch 149 | LR: 0.001 #############
Train-149 epoch | loss:0.00031437 | acc:0.8401
##### Epoch 149 | gt mAP: 0.6902740464969748 | rcnn mAP: 0.6604625282393567 #####
############# Starting Epoch 150 | LR: 0.001 #############
Train-150 epoch | loss:0.00031450 | acc:0.8399
############# Starting Epoch 151 | LR: 0.001 #############
Train-151 epoch | loss:0.00031338 | acc:0.8407
##### Epoch 151 | gt mAP: 0.7008044550617326 | rcnn mAP: 0.6775588458780266 #####
############# Starting Epoch 152 | LR: 0.001 #############
Train-152 epoch | loss:0.00031336 | acc:0.8406
############# Starting Epoch 153 | LR: 0.001 #############
Train-153 epoch | loss:0.00031282 | acc:0.8414
##### Epoch 153 | gt mAP: 0.6856149492750734 | rcnn mAP: 0.6607875771988301 #####
############# Starting Epoch 154 | LR: 0.001 #############
Train-154 epoch | loss:0.00031298 | acc:0.8412
############# Starting Epoch 155 | LR: 0.001 #############
Train-155 epoch | loss:0.00031219 | acc:0.8415
##### Epoch 155 | gt mAP: 0.7038791752200773 | rcnn mAP: 0.6732205053419792 #####
############# Starting Epoch 156 | LR: 0.001 #############
