******************************
Namespace(board=True, cfg='./configs/coco/resnet50/256x192_adam_lr1e-3-aug.yaml', debug=False, dist_backend='nccl', dist_url='tcp://192.168.1.214:23345', exp_id='fast_aug', launcher='none', map=True, nThreads=60, rank=-1, snapshot=2, sync=False, work_dir='./exp/coco/256x192_adam_lr1e-3-aug.yaml-fast_aug/', world_size=4)
******************************
{'DATASET': {'DATASET': 'coco', 'ROOT': './data/coco/', 'TEST_SET': 'val2017', 'TRAIN_SET': 'train2017', 'FLIP': True, 'ROT_FACTOR': 45, 'SCALE_FACTOR': 0.35, 'NUM_JOINTS_HALF_BODY': 8, 'PROB_HALF_BODY': 0.3}, 'MODEL': {'NAME': 'fast_pose', 'PRETRAINED': '', 'TRY_LOAD': '', 'IMAGE_SIZE': [256, 192], 'HEATMAP_SIZE': [64, 48], 'NUM_JOINTS': 17, 'NUM_DECONV_FILTERS': [256, 256, 256], 'NUM_LAYERS': 50, 'EXTRA': {'SIGMA': 2, 'CROP': 'padding', 'PRESET': 'simple'}}, 'TRAIN': {'WORLD_SIZE': 4, 'BATCH_SIZE': 32, 'BEGIN_EPOCH': 0, 'END_EPOCH': 270, 'OPTIMIZER': 'adam', 'LR': 0.001, 'LR_FACTOR': 0.1, 'LR_STEP': [170, 200], 'DPG_MILESTONE': 210, 'DPG_STEP': [20, 40]}, 'FILE_NAME': '256x192_adam_lr1e-3-aug.yaml'}
******************************
Create new model
=> init weights
############# Starting Epoch 0 | LR: 0.001 #############
Train-0 epoch | loss:0.00107745 | acc:0.1478
Train-38 epoch | loss:0.00038326 | acc:0.7926
############# Starting Epoch 39 | LR: 0.001 #############
Train-39 epoch | loss:0.00038215 | acc:0.7936
##### Epoch 39 | gt mAP: 0.6576168077765866 | rcnn mAP: 0.6431837622009636 #####
############# Starting Epoch 40 | LR: 0.001 #############
Train-40 epoch | loss:0.00038000 | acc:0.7950
############# Starting Epoch 41 | LR: 0.001 #############
Train-41 epoch | loss:0.00037966 | acc:0.7953
##### Epoch 41 | gt mAP: 0.6688450856365887 | rcnn mAP: 0.6511756960189309 #####
############# Starting Epoch 42 | LR: 0.001 #############
Train-42 epoch | loss:0.00037746 | acc:0.7972
############# Starting Epoch 43 | LR: 0.001 #############
Train-43 epoch | loss:0.00037624 | acc:0.7986
##### Epoch 43 | gt mAP: 0.6688466574799881 | rcnn mAP: 0.6486833603461511 #####
############# Starting Epoch 44 | LR: 0.001 #############
Train-44 epoch | loss:0.00037406 | acc:0.7998
############# Starting Epoch 45 | LR: 0.001 #############
Train-45 epoch | loss:0.00037366 | acc:0.8007
##### Epoch 45 | gt mAP: 0.6622005713434594 | rcnn mAP: 0.6442342330865498 #####
############# Starting Epoch 46 | LR: 0.001 #############
Train-46 epoch | loss:0.00037325 | acc:0.8006
############# Starting Epoch 47 | LR: 0.001 #############
Train-47 epoch | loss:0.00037117 | acc:0.8024
##### Epoch 47 | gt mAP: 0.6714146845730864 | rcnn mAP: 0.6526845539025405 #####
############# Starting Epoch 48 | LR: 0.001 #############
Train-48 epoch | loss:0.00036992 | acc:0.8038
############# Starting Epoch 49 | LR: 0.001 #############
Train-49 epoch | loss:0.00036878 | acc:0.8046
##### Epoch 49 | gt mAP: 0.6678380645600195 | rcnn mAP: 0.6494798061023266 #####
############# Starting Epoch 50 | LR: 0.001 #############
Train-50 epoch | loss:0.00036809 | acc:0.8051
############# Starting Epoch 51 | LR: 0.001 #############
Train-51 epoch | loss:0.00036764 | acc:0.8049
##### Epoch 51 | gt mAP: 0.680410422948457 | rcnn mAP: 0.6602860318404151 #####
############# Starting Epoch 52 | LR: 0.001 #############
Train-52 epoch | loss:0.00036528 | acc:0.8072
############# Starting Epoch 53 | LR: 0.001 #############
Train-53 epoch | loss:0.00036509 | acc:0.8076
##### Epoch 53 | gt mAP: 0.6754672939725588 | rcnn mAP: 0.6588952143885847 #####
############# Starting Epoch 54 | LR: 0.001 #############
Train-54 epoch | loss:0.00037027 | acc:0.8024
############# Starting Epoch 55 | LR: 0.001 #############
Train-55 epoch | loss:0.00036197 | acc:0.8095
##### Epoch 55 | gt mAP: 0.6680618604718568 | rcnn mAP: 0.6496161981745356 #####
############# Starting Epoch 56 | LR: 0.001 #############
Train-56 epoch | loss:0.00036289 | acc:0.8093
############# Starting Epoch 57 | LR: 0.001 #############
Train-57 epoch | loss:0.00036142 | acc:0.8097
##### Epoch 57 | gt mAP: 0.6706530284235288 | rcnn mAP: 0.6519550179438616 #####
############# Starting Epoch 58 | LR: 0.001 #############
Train-58 epoch | loss:0.00036099 | acc:0.8108
############# Starting Epoch 59 | LR: 0.001 #############
Train-59 epoch | loss:0.00035969 | acc:0.8117
##### Epoch 59 | gt mAP: 0.6806231479442438 | rcnn mAP: 0.6631962081195257 #####
############# Starting Epoch 60 | LR: 0.001 #############
Train-60 epoch | loss:0.00035847 | acc:0.8122
############# Starting Epoch 61 | LR: 0.001 #############
Train-61 epoch | loss:0.00035805 | acc:0.8132
##### Epoch 61 | gt mAP: 0.6841580881395887 | rcnn mAP: 0.6653039242772796 #####
############# Starting Epoch 62 | LR: 0.001 #############
Train-62 epoch | loss:0.00035661 | acc:0.8141
############# Starting Epoch 63 | LR: 0.001 #############
Train-63 epoch | loss:0.00035625 | acc:0.8147
##### Epoch 63 | gt mAP: 0.6904544087065794 | rcnn mAP: 0.6700792346632577 #####
############# Starting Epoch 64 | LR: 0.001 #############
Train-64 epoch | loss:0.00035521 | acc:0.8152
############# Starting Epoch 65 | LR: 0.001 #############
Train-65 epoch | loss:0.00035372 | acc:0.8166
##### Epoch 65 | gt mAP: 0.6846552090881941 | rcnn mAP: 0.6657458648333424 #####
############# Starting Epoch 66 | LR: 0.001 #############
Train-66 epoch | loss:0.00035309 | acc:0.8168
############# Starting Epoch 67 | LR: 0.001 #############
Train-67 epoch | loss:0.00035323 | acc:0.8166
##### Epoch 67 | gt mAP: 0.6915415065650781 | rcnn mAP: 0.6694615280627638 #####
############# Starting Epoch 68 | LR: 0.001 #############
Train-68 epoch | loss:0.00035197 | acc:0.8177
############# Starting Epoch 69 | LR: 0.001 #############
Train-69 epoch | loss:0.00035108 | acc:0.8183
##### Epoch 69 | gt mAP: 0.6907720155918199 | rcnn mAP: 0.6738194182489226 #####
############# Starting Epoch 70 | LR: 0.001 #############
Train-70 epoch | loss:0.00035108 | acc:0.8183
############# Starting Epoch 71 | LR: 0.001 #############
Train-71 epoch | loss:0.00043174 | acc:0.7586
##### Epoch 71 | gt mAP: 0.6543211938967328 | rcnn mAP: 0.6324073195202939 #####
############# Starting Epoch 72 | LR: 0.001 #############
Train-72 epoch | loss:0.00037897 | acc:0.7960
############# Starting Epoch 73 | LR: 0.001 #############
Train-73 epoch | loss:0.00035919 | acc:0.8121
##### Epoch 73 | gt mAP: 0.691237466663834 | rcnn mAP: 0.6717508090520564 #####
############# Starting Epoch 74 | LR: 0.001 #############
Train-74 epoch | loss:0.00035272 | acc:0.8175
############# Starting Epoch 75 | LR: 0.001 #############
Train-75 epoch | loss:0.00034887 | acc:0.8202
##### Epoch 75 | gt mAP: 0.6935230766208621 | rcnn mAP: 0.6728043478741355 #####
############# Starting Epoch 76 | LR: 0.001 #############
Train-76 epoch | loss:0.00034851 | acc:0.8209
############# Starting Epoch 77 | LR: 0.001 #############
Train-77 epoch | loss:0.00034768 | acc:0.8207
##### Epoch 77 | gt mAP: 0.6934705377693247 | rcnn mAP: 0.6747635694956936 #####
############# Starting Epoch 78 | LR: 0.001 #############
Train-78 epoch | loss:0.00034905 | acc:0.8200
############# Starting Epoch 79 | LR: 0.001 #############
Train-79 epoch | loss:0.00034831 | acc:0.8204
##### Epoch 79 | gt mAP: 0.6914774565927534 | rcnn mAP: 0.6745657333651148 #####
############# Starting Epoch 80 | LR: 0.001 #############
Train-80 epoch | loss:0.00034812 | acc:0.8209
############# Starting Epoch 81 | LR: 0.001 #############
Train-81 epoch | loss:0.00034764 | acc:0.8215
##### Epoch 81 | gt mAP: 0.6945615862461789 | rcnn mAP: 0.6734571702450372 #####
############# Starting Epoch 82 | LR: 0.001 #############
Train-82 epoch | loss:0.00034687 | acc:0.8222
############# Starting Epoch 83 | LR: 0.001 #############
Train-83 epoch | loss:0.00034592 | acc:0.8232
##### Epoch 83 | gt mAP: 0.6961156087839292 | rcnn mAP: 0.6737921503897475 #####
############# Starting Epoch 84 | LR: 0.001 #############
Train-84 epoch | loss:0.00034534 | acc:0.8232
############# Starting Epoch 85 | LR: 0.001 #############
Train-85 epoch | loss:0.00034497 | acc:0.8235
##### Epoch 85 | gt mAP: 0.6958620295734324 | rcnn mAP: 0.6757892574569739 #####
############# Starting Epoch 86 | LR: 0.001 #############
Train-86 epoch | loss:0.00034441 | acc:0.8239
############# Starting Epoch 87 | LR: 0.001 #############
Train-87 epoch | loss:0.00034426 | acc:0.8245
##### Epoch 87 | gt mAP: 0.6980947180950283 | rcnn mAP: 0.6748996154247829 #####
############# Starting Epoch 88 | LR: 0.001 #############
Train-88 epoch | loss:0.00034235 | acc:0.8259
############# Starting Epoch 89 | LR: 0.001 #############
Train-89 epoch | loss:0.00034217 | acc:0.8259
##### Epoch 89 | gt mAP: 0.6988849925287243 | rcnn mAP: 0.6783374330639229 #####
############# Starting Epoch 90 | LR: 0.001 #############
Train-90 epoch | loss:0.00034096 | acc:0.8264
############# Starting Epoch 91 | LR: 0.001 #############
Train-91 epoch | loss:0.00034037 | acc:0.8271
##### Epoch 91 | gt mAP: 0.6988869071286755 | rcnn mAP: 0.6802783263206491 #####
############# Starting Epoch 92 | LR: 0.001 #############
Train-92 epoch | loss:0.00034016 | acc:0.8271
############# Starting Epoch 93 | LR: 0.001 #############
Train-93 epoch | loss:0.00034021 | acc:0.8272
##### Epoch 93 | gt mAP: 0.6926926842211178 | rcnn mAP: 0.6717620544044632 #####
############# Starting Epoch 94 | LR: 0.001 #############
Train-94 epoch | loss:0.00033866 | acc:0.8284
############# Starting Epoch 95 | LR: 0.001 #############
Train-95 epoch | loss:0.00034005 | acc:0.8273
##### Epoch 95 | gt mAP: 0.6976242783245872 | rcnn mAP: 0.6777862105363495 #####
############# Starting Epoch 96 | LR: 0.001 #############
Train-96 epoch | loss:0.00033769 | acc:0.8289
############# Starting Epoch 97 | LR: 0.001 #############
Train-97 epoch | loss:0.00033746 | acc:0.8298
##### Epoch 97 | gt mAP: 0.7022494323078277 | rcnn mAP: 0.6811679335139584 #####
############# Starting Epoch 98 | LR: 0.001 #############
Train-98 epoch | loss:0.00033675 | acc:0.8298
############# Starting Epoch 99 | LR: 0.001 #############
Train-99 epoch | loss:0.00033733 | acc:0.8296
##### Epoch 99 | gt mAP: 0.6993305615453383 | rcnn mAP: 0.6813045197149628 #####
############# Starting Epoch 100 | LR: 0.001 #############
Train-100 epoch | loss:0.00033538 | acc:0.8307
############# Starting Epoch 101 | LR: 0.001 #############
Train-101 epoch | loss:0.00033553 | acc:0.8311
##### Epoch 101 | gt mAP: 0.7010317839470152 | rcnn mAP: 0.680913591015131 #####
############# Starting Epoch 102 | LR: 0.001 #############
Train-102 epoch | loss:0.00033536 | acc:0.8313
############# Starting Epoch 103 | LR: 0.001 #############
Train-103 epoch | loss:0.00033482 | acc:0.8318
##### Epoch 103 | gt mAP: 0.7021423051831478 | rcnn mAP: 0.6839534849563232 #####
############# Starting Epoch 104 | LR: 0.001 #############
Train-104 epoch | loss:0.00033561 | acc:0.8307
############# Starting Epoch 105 | LR: 0.001 #############
Train-105 epoch | loss:0.00033388 | acc:0.8322
##### Epoch 105 | gt mAP: 0.7032307474359455 | rcnn mAP: 0.6834287425652029 #####
############# Starting Epoch 106 | LR: 0.001 #############
Train-106 epoch | loss:0.00033348 | acc:0.8327
############# Starting Epoch 107 | LR: 0.001 #############
Train-107 epoch | loss:0.00033205 | acc:0.8341
##### Epoch 107 | gt mAP: 0.7012662269373763 | rcnn mAP: 0.6806326281487481 #####
############# Starting Epoch 108 | LR: 0.001 #############
Train-108 epoch | loss:0.00033227 | acc:0.8337
############# Starting Epoch 109 | LR: 0.001 #############
Train-109 epoch | loss:0.00033168 | acc:0.8341
##### Epoch 109 | gt mAP: 0.7007004435365166 | rcnn mAP: 0.6813503593410073 #####
############# Starting Epoch 110 | LR: 0.001 #############
Train-110 epoch | loss:0.00033173 | acc:0.8346
############# Starting Epoch 111 | LR: 0.001 #############
Train-111 epoch | loss:0.00033116 | acc:0.8343
##### Epoch 111 | gt mAP: 0.6972693396962669 | rcnn mAP: 0.670077357179753 #####
############# Starting Epoch 112 | LR: 0.001 #############
Train-112 epoch | loss:0.00033982 | acc:0.8279
############# Starting Epoch 113 | LR: 0.001 #############
Train-113 epoch | loss:0.00033072 | acc:0.8353
##### Epoch 113 | gt mAP: 0.7039887782215368 | rcnn mAP: 0.6833187451099934 #####
############# Starting Epoch 114 | LR: 0.001 #############
Train-114 epoch | loss:0.00032995 | acc:0.8355
############# Starting Epoch 115 | LR: 0.001 #############
Train-115 epoch | loss:0.00032976 | acc:0.8355
##### Epoch 115 | gt mAP: 0.7034870688335586 | rcnn mAP: 0.6849528265405489 #####
############# Starting Epoch 116 | LR: 0.001 #############
Train-116 epoch | loss:0.00033021 | acc:0.8358
############# Starting Epoch 117 | LR: 0.001 #############
Train-117 epoch | loss:0.00032855 | acc:0.8366
##### Epoch 117 | gt mAP: 0.7034753772760475 | rcnn mAP: 0.6850986192084965 #####
############# Starting Epoch 118 | LR: 0.001 #############
Train-118 epoch | loss:0.00032830 | acc:0.8372
############# Starting Epoch 119 | LR: 0.001 #############
Train-119 epoch | loss:0.00032787 | acc:0.8372
##### Epoch 119 | gt mAP: 0.7069690663781033 | rcnn mAP: 0.684904881534206 #####
############# Starting Epoch 120 | LR: 0.001 #############
Train-120 epoch | loss:0.00032717 | acc:0.8375
############# Starting Epoch 121 | LR: 0.001 #############
Train-121 epoch | loss:0.00032910 | acc:0.8364
##### Epoch 121 | gt mAP: 0.7017462215161028 | rcnn mAP: 0.6825842943347674 #####
############# Starting Epoch 122 | LR: 0.001 #############
Train-122 epoch | loss:0.00032762 | acc:0.8376
############# Starting Epoch 123 | LR: 0.001 #############
Train-123 epoch | loss:0.00032598 | acc:0.8386
##### Epoch 123 | gt mAP: 0.7099892756502076 | rcnn mAP: 0.6864797115458552 #####
############# Starting Epoch 124 | LR: 0.001 #############
Train-124 epoch | loss:0.00032572 | acc:0.8394
############# Starting Epoch 125 | LR: 0.001 #############
Train-125 epoch | loss:0.00032575 | acc:0.8389
##### Epoch 125 | gt mAP: 0.7104484802635039 | rcnn mAP: 0.6877023101064179 #####
############# Starting Epoch 126 | LR: 0.001 #############
Train-126 epoch | loss:0.00032574 | acc:0.8392
############# Starting Epoch 127 | LR: 0.001 #############
Train-127 epoch | loss:0.00032531 | acc:0.8395
##### Epoch 127 | gt mAP: 0.7024445860372394 | rcnn mAP: 0.6835592712642656 #####
############# Starting Epoch 128 | LR: 0.001 #############
Train-128 epoch | loss:0.00032482 | acc:0.8396
############# Starting Epoch 129 | LR: 0.001 #############
Train-129 epoch | loss:0.00032455 | acc:0.8402
##### Epoch 129 | gt mAP: 0.7071550919863624 | rcnn mAP: 0.6867535159879681 #####
############# Starting Epoch 130 | LR: 0.001 #############
Train-130 epoch | loss:0.00032373 | acc:0.8406
############# Starting Epoch 131 | LR: 0.001 #############
Train-131 epoch | loss:0.00032337 | acc:0.8407
##### Epoch 131 | gt mAP: 0.7098062024838641 | rcnn mAP: 0.6867359957093775 #####
############# Starting Epoch 132 | LR: 0.001 #############
Train-132 epoch | loss:0.00032335 | acc:0.8411
############# Starting Epoch 133 | LR: 0.001 #############
Train-133 epoch | loss:0.00032276 | acc:0.8412
##### Epoch 133 | gt mAP: 0.7086954840273699 | rcnn mAP: 0.6873866451524641 #####
############# Starting Epoch 134 | LR: 0.001 #############
Train-134 epoch | loss:0.00032215 | acc:0.8420
############# Starting Epoch 135 | LR: 0.001 #############
Train-135 epoch | loss:0.00035108 | acc:0.8180
##### Epoch 135 | gt mAP: 0.6973527153252108 | rcnn mAP: 0.6733084212698814 #####
############# Starting Epoch 136 | LR: 0.001 #############
Train-136 epoch | loss:0.00033045 | acc:0.8356
############# Starting Epoch 137 | LR: 0.001 #############
Train-137 epoch | loss:0.00032369 | acc:0.8402
##### Epoch 137 | gt mAP: 0.7108420033535795 | rcnn mAP: 0.6861027045974373 #####
############# Starting Epoch 138 | LR: 0.001 #############
Train-138 epoch | loss:0.00032097 | acc:0.8429
############# Starting Epoch 139 | LR: 0.001 #############
Train-139 epoch | loss:0.00032040 | acc:0.8430
##### Epoch 139 | gt mAP: 0.7101157668519409 | rcnn mAP: 0.6899213187373197 #####
############# Starting Epoch 140 | LR: 0.001 #############
Train-140 epoch | loss:0.00032055 | acc:0.8431
############# Starting Epoch 141 | LR: 0.001 #############
Train-141 epoch | loss:0.00032068 | acc:0.8426
##### Epoch 141 | gt mAP: 0.7089934834149293 | rcnn mAP: 0.6876021454185482 #####
############# Starting Epoch 142 | LR: 0.001 #############
Train-142 epoch | loss:0.00032111 | acc:0.8423
############# Starting Epoch 143 | LR: 0.001 #############
Train-143 epoch | loss:0.00032073 | acc:0.8432
##### Epoch 143 | gt mAP: 0.7097985055833592 | rcnn mAP: 0.6875025794685587 #####
############# Starting Epoch 144 | LR: 0.001 #############
Train-144 epoch | loss:0.00032005 | acc:0.8436
############# Starting Epoch 145 | LR: 0.001 #############
Train-145 epoch | loss:0.00031931 | acc:0.8439
##### Epoch 145 | gt mAP: 0.7093865190056742 | rcnn mAP: 0.6876229703804382 #####
############# Starting Epoch 146 | LR: 0.001 #############
Train-146 epoch | loss:0.00031912 | acc:0.8446
############# Starting Epoch 147 | LR: 0.001 #############
Train-147 epoch | loss:0.00032998 | acc:0.8445
##### Epoch 147 | gt mAP: 0.6709212947729014 | rcnn mAP: 0.6340468629863762 #####
############# Starting Epoch 148 | LR: 0.001 #############
Train-148 epoch | loss:0.00040675 | acc:0.7834
############# Starting Epoch 149 | LR: 0.001 #############
Train-149 epoch | loss:0.00033820 | acc:0.8294
##### Epoch 149 | gt mAP: 0.7044294625616928 | rcnn mAP: 0.6861323354241875 #####
############# Starting Epoch 150 | LR: 0.001 #############
Train-150 epoch | loss:0.00032623 | acc:0.8388
############# Starting Epoch 151 | LR: 0.001 #############
Train-151 epoch | loss:0.00032126 | acc:0.8427
##### Epoch 151 | gt mAP: 0.7099575297405486 | rcnn mAP: 0.6916176196425237 #####
############# Starting Epoch 152 | LR: 0.001 #############
Train-152 epoch | loss:0.00031865 | acc:0.8445
############# Starting Epoch 153 | LR: 0.001 #############
Train-153 epoch | loss:0.00031852 | acc:0.8450
##### Epoch 153 | gt mAP: 0.7161058178301144 | rcnn mAP: 0.6923900957980157 #####
############# Starting Epoch 154 | LR: 0.001 #############
Train-154 epoch | loss:0.00031824 | acc:0.8453
############# Starting Epoch 155 | LR: 0.001 #############
Train-155 epoch | loss:0.00031871 | acc:0.8450
##### Epoch 155 | gt mAP: 0.7126192574390922 | rcnn mAP: 0.6927569180188298 #####
############# Starting Epoch 156 | LR: 0.001 #############
Train-156 epoch | loss:0.00031887 | acc:0.8444
############# Starting Epoch 157 | LR: 0.001 #############
Train-157 epoch | loss:0.00031880 | acc:0.8445
##### Epoch 157 | gt mAP: 0.7085351804880965 | rcnn mAP: 0.6871840129343302 #####
############# Starting Epoch 158 | LR: 0.001 #############
Train-158 epoch | loss:0.00031843 | acc:0.8453
############# Starting Epoch 159 | LR: 0.001 #############
Train-159 epoch | loss:0.00031825 | acc:0.8451
##### Epoch 159 | gt mAP: 0.7065260294677039 | rcnn mAP: 0.6896114909784806 #####
############# Starting Epoch 160 | LR: 0.001 #############
Train-160 epoch | loss:0.00031750 | acc:0.8457
############# Starting Epoch 161 | LR: 0.001 #############
Train-161 epoch | loss:0.00031709 | acc:0.8459
##### Epoch 161 | gt mAP: 0.7118653998980605 | rcnn mAP: 0.692218048369488 #####
############# Starting Epoch 162 | LR: 0.001 #############
Train-162 epoch | loss:0.00031730 | acc:0.8459
############# Starting Epoch 163 | LR: 0.001 #############
Train-163 epoch | loss:0.00031625 | acc:0.8467
##### Epoch 163 | gt mAP: 0.7120430575439435 | rcnn mAP: 0.6902403134794819 #####
############# Starting Epoch 164 | LR: 0.001 #############
Train-164 epoch | loss:0.00031545 | acc:0.8474
############# Starting Epoch 165 | LR: 0.001 #############
Train-165 epoch | loss:0.00031485 | acc:0.8474
##### Epoch 165 | gt mAP: 0.710963145101831 | rcnn mAP: 0.6903189449435916 #####
############# Starting Epoch 166 | LR: 0.001 #############
Train-166 epoch | loss:0.00031469 | acc:0.8474
